Cstno,Age,Sex,Income,USE_Month,Credit_Limit,Total_Trans_Amt,Total_Trans_Ct
789262683,60,M,2~4천만원미만,49,3012000,1315000,23
712940508,39,M,2~4천만원미만,24,4562000,1896000,50
789733008,39,F,Unknown,27,10723000,2938000,63
714703158,39,F,2천만원미만,36,1578000,2017000,43
710255208,60,M,2천만원미만,49,2094000,1969000,41
779236083,37,F,2천만원미만,19,4138000,2420000,50
713438358,41,F,Unknown,30,5417000,1768000,56
715973583,56,M,8천만원이상,36,34516000,1378000,30
794113758,60,M,4~6천만원미만,54,9592000,1821000,55
709452633,56,F,2천만원미만,36,8881000,2027000,49
788210583,62,M,2~4천만원미만,54,1438300,1843000,49
717784983,41,F,2천만원미만,33,3893000,1536000,39
786557358,44,F,2천만원미만,38,3242000,1424000,37
768460908,59,M,2~4천만원미만,53,6035000,1551000,32
718899708,55,F,Unknown,36,17642000,2148000,54
714697533,26,M,4~6천만원미만,15,4327000,2344000,48
713206683,40,M,6~8천만원미만,22,34516000,1028000,26
708679383,44,F,2천만원미만,32,4852000,1775000,55
713067033,37,M,Unknown,28,7147000,2539000,50
789314133,37,M,4~6천만원미만,27,10320000,1754000,45
713956308,65,F,2천만원미만,49,3297000,1894000,56
711595833,46,M,4~6천만원미만,36,9981000,1456000,30
779521533,53,M,8천만원이상,36,3329000,1978000,33
715225458,56,F,2천만원미만,36,5991000,1867000,53
716487408,48,M,2~4천만원미만,30,3235000,1637000,43
719338383,34,M,8천만원이상,21,6259000,1836000,50
710523333,65,M,2천만원미만,56,2541000,1416000,27
787489083,55,M,6~8천만원미만,43,21351000,1887000,32
720747633,32,M,2~4천만원미만,36,8998000,1931000,48
779480658,58,F,Unknown,42,10247000,1754000,44
711498258,54,M,8천만원이상,42,20311000,1266000,34
709316433,52,M,4~6천만원미만,33,33182000,1630000,43
778734108,36,M,4~6천만원미만,16,1686000,1758000,42
778388358,56,M,4~6천만원미만,36,4742000,870000,24
716773533,33,M,4~6천만원미만,36,1726000,1712000,48
822130683,61,M,6~8천만원미만,56,8420000,1114000,34
717268458,61,M,4~6천만원미만,49,3352000,1952000,50
827888433,43,M,2~4천만원미만,39,6648000,2089000,60
716522583,48,F,2천만원미만,36,2335000,1362000,33
789415983,36,M,4~6천만원미만,27,12397000,1888000,42
719819958,34,M,2~4천만원미만,26,1438300,2243000,43
769579608,53,F,2천만원미만,46,2240000,3795000,70
772353408,43,F,2~4천만원미만,33,5330000,1441000,43
716615583,61,F,2천만원미만,51,1795000,1834000,59
781131483,55,M,6~8천만원미만,47,5741000,2170000,51
719101908,51,F,Unknown,39,2002000,1585000,40
720521808,38,M,6~8천만원미만,19,25662000,1484000,36
718136283,52,M,6~8천만원미만,36,22103000,1541000,29
778855383,36,F,2천만원미만,17,1438300,1975000,40
779722308,45,F,2~4천만원미만,30,12355000,1044000,28
818926833,34,F,2~4천만원미만,29,2000000,1944000,42
721217283,27,M,8천만원이상,17,8713000,2094000,36
717167283,49,F,2천만원미만,36,9165000,1846000,56
713371233,43,F,2천만원미만,31,11583000,3320000,55
778426608,52,M,6~8천만원미만,32,1438300,1805000,53
713823033,31,F,Unknown,20,8149000,808000,30
787515333,40,M,6~8천만원미만,29,3616000,820000,21
710944608,39,M,6~8천만원미만,31,8434000,1414000,27
718444233,45,M,4~6천만원미만,25,9791000,1649000,59
771099183,37,F,2천만원미만,24,8444000,2497000,74
770241333,49,F,2천만원미만,43,2228000,2104000,44
710819733,56,M,8천만원이상,36,12211000,903000,29
772155108,62,F,2천만원미만,51,1438300,1445000,38
798796233,37,F,2~4천만원미만,31,1586000,1724000,24
815472108,42,M,2~4천만원미만,37,2247000,1300000,31
769145733,36,M,4~6천만원미만,30,2789000,2688000,60
783364233,59,M,2~4천만원미만,53,4241000,1798000,45
772236108,40,F,Unknown,29,8398000,1489000,29
715640358,43,M,2~4천만원미만,36,4112000,1334000,40
713529858,29,M,2~4천만원미만,22,15578000,2492000,71
715684308,42,F,2~4천만원미만,36,4008000,1395000,43
709451508,63,F,Unknown,50,12766000,1191000,28
709204158,36,F,2천만원미만,24,3438000,2331000,56
713182458,53,M,6~8천만원미만,43,16692000,1288000,29
710624658,36,F,2천만원미만,36,4066000,3040000,56
716355783,36,M,4~6천만원미만,30,13080000,1999000,44
716793108,26,M,2천만원미만,36,1934000,2334000,61
716162583,45,F,2천만원미만,36,3230000,1931000,57
714051033,55,F,2천만원미만,36,3615000,1967000,40
715007583,61,F,Unknown,36,1801000,3193000,62
719139558,26,M,2천만원미만,36,2665000,2514000,64
794632308,40,M,4~6천만원미만,25,28822000,1504000,35
770662383,38,M,2~4천만원미만,24,14632000,1399000,36
714787383,32,F,Unknown,36,6715000,1731000,41
714700158,53,M,4~6천만원미만,46,6658000,1309000,40
710581758,52,F,2~4천만원미만,44,3360000,1309000,30
720497958,29,M,6~8천만원미만,14,14853000,1800000,41
720920058,38,M,4~6천만원미만,25,4800000,2935000,62
710872233,27,M,2~4천만원미만,17,4610000,2280000,49
709855608,46,F,2천만원미만,36,1438300,1114000,33
815484783,57,M,4~6천만원미만,42,8377000,1797000,44
771602883,42,M,6~8천만원미만,30,4147000,1776000,44
755953308,62,F,2~4천만원미만,55,2644000,1194000,30
758408883,37,F,2~4천만원미만,30,13355000,1921000,37
717940008,57,F,2~4천만원미만,36,3251000,3228000,67
720917808,35,M,2~4천만원미만,36,2100000,2623000,74
812801958,55,F,2천만원미만,50,3566000,2425000,54
714997683,56,F,Unknown,49,14915000,1388000,35
709379283,39,M,4~6천만원미만,27,13003000,1697000,40
711840408,64,M,2천만원미만,55,2492000,1375000,30
785328408,37,F,2천만원미만,31,1758000,2013000,41
719873808,34,M,4~6천만원미만,23,5510000,1995000,53
715528983,46,M,4~6천만원미만,36,17196000,1466000,41
720254883,65,F,2~4천만원미만,46,5877000,2494000,58
811980858,36,M,4~6천만원미만,31,7667000,1501000,35
711330408,35,F,2~4천만원미만,24,2939000,2077000,47
718465458,49,M,6~8천만원미만,31,5898000,1002000,21
710616183,46,F,Unknown,33,19995000,1879000,34
714580158,26,M,2~4천만원미만,36,2773000,3567000,73
710798883,52,M,4~6천만원미만,44,3323000,1599000,47
720511608,38,F,Unknown,28,16049000,1989000,33
708913233,37,M,2~4천만원미만,28,3601000,1802000,34
788038383,33,F,2천만원미만,25,2307000,2440000,48
719905908,59,M,4~6천만원미만,36,3742000,1505000,31
807044958,34,M,2~4천만원미만,29,2937000,2171000,45
719514783,39,F,Unknown,26,3209000,1292000,37
787643658,59,M,4~6천만원미만,53,12554000,1422000,30
779138883,50,M,4~6천만원미만,34,4702000,1673000,44
708173433,26,F,2~4천만원미만,14,5645000,2482000,57
778401033,32,M,4~6천만원미만,13,14308000,1659000,39
818375733,51,F,2~4천만원미만,46,4882000,1544000,44
711048783,41,M,6~8천만원미만,29,33405000,1345000,34
721415658,39,F,2~4천만원미만,27,2700000,2901000,59
717961458,49,F,2천만원미만,37,2934000,3396000,64
718563483,30,M,8천만원이상,14,1548000,2611000,64
717128283,40,F,2천만원미만,36,5525000,2305000,33
718068933,36,F,2천만원미만,36,5750000,2155000,61
718623783,56,M,8천만원이상,36,27157000,1535000,38
716565258,37,M,6~8천만원미만,36,12830000,2526000,54
712505658,51,F,2천만원미만,41,5530000,1766000,45
792565908,36,F,2천만원미만,30,2684000,2346000,51
709267308,62,M,6~8천만원미만,49,2437000,1651000,32
710035008,31,F,2천만원미만,24,3827000,2491000,64
790082508,42,M,8천만원이상,35,34516000,2935000,65
716866308,38,M,4~6천만원미만,33,5940000,1872000,34
709707033,45,M,4~6천만원미만,32,13162000,1424000,38
718346658,50,F,2천만원미만,37,1963000,1861000,51
824157858,58,M,6~8천만원미만,54,18713000,1524000,42
709735008,35,M,6~8천만원미만,22,3023000,1920000,34
814593858,58,M,8천만원이상,53,6103000,1468000,34
718416858,42,M,4~6천만원미만,34,10607000,1903000,40
710307933,32,F,2천만원미만,24,2917000,2471000,60
715870758,35,M,8천만원이상,30,34516000,2350000,55
713819283,51,M,6~8천만원미만,42,25197000,3002000,58
710424408,63,M,2천만원미만,36,2743000,1210000,25
709493283,42,M,8천만원이상,32,4111000,1289000,36
712489158,36,F,Unknown,18,3667000,2781000,59
719013108,42,M,2~4천만원미만,33,3178000,4605000,86
721178583,37,F,Unknown,22,5674000,1096000,29
717769008,38,M,6~8천만원미만,36,11444000,2493000,44
709986633,29,M,2~4천만원미만,36,1438300,2144000,41
721062408,54,M,2~4천만원미만,34,6387000,1294000,26
771349458,33,M,2~4천만원미만,20,5657000,1914000,46
780557658,63,F,Unknown,54,11827000,1395000,37
771441558,49,M,4~6천만원미만,37,2608000,2073000,47
756409758,44,F,2천만원미만,37,3203000,1433000,38
720009558,33,F,Unknown,36,34516000,2574000,72
778885158,57,M,6~8천만원미만,38,2472000,1392000,33
715543908,52,F,2천만원미만,43,2147000,1352000,37
717591483,52,F,2천만원미만,44,3416000,1924000,48
715042608,39,F,Unknown,36,8058000,2742000,42
755959683,50,F,Unknown,43,3410000,1296000,31
715367058,43,M,4~6천만원미만,37,19044000,1780000,44
714573258,36,M,4~6천만원미만,30,1606000,2229000,45
712281183,55,M,8천만원이상,36,24336000,1425000,33
717670758,30,F,2천만원미만,20,5030000,2523000,71
720666333,36,M,8천만원이상,24,24577000,1897000,39
771556308,26,F,2천만원미만,13,3517000,2255000,48
708931908,48,M,2~4천만원미만,36,7400000,1568000,51
718894233,53,F,2~4천만원미만,36,2956000,2116000,63
771544533,42,F,Unknown,30,3578000,1015000,36
708927108,53,M,8천만원이상,36,12778000,1133000,28
717831783,58,F,2천만원미만,45,1942000,1371000,38
709288383,32,M,6~8천만원미만,26,29961000,2337000,69
710813733,48,M,4~6천만원미만,35,33791000,1546000,41
721084833,48,M,2~4천만원미만,34,17657000,1682000,39
711258108,54,M,8천만원이상,44,2821000,1419000,36
710149008,59,M,2천만원미만,47,1479000,2139000,70
711902058,35,M,4~6천만원미만,36,1438300,2492000,55
716757033,37,M,2~4천만원미만,27,6859000,3045000,56
712688433,36,M,8천만원이상,36,3404000,2406000,65
713203908,26,M,2~4천만원미만,15,2158000,1833000,27
711772008,35,F,2천만원미만,22,1890000,1483000,36
708799983,40,M,4~6천만원미만,36,18386000,1698000,43
778882758,55,F,Unknown,36,3602000,1935000,47
709157133,39,M,6~8천만원미만,34,3766000,1514000,51
741344808,39,F,2천만원미만,32,5634000,2905000,63
739692933,46,F,2~4천만원미만,29,3126000,1638000,41
766429908,49,M,4~6천만원미만,42,3017000,1640000,37
802087683,32,M,4~6천만원미만,26,5478000,2456000,55
712491108,35,M,6~8천만원미만,20,13046000,2601000,52
714767508,39,M,2~4천만원미만,31,8687000,2279000,33
720376008,53,F,2천만원미만,40,6174000,2043000,52
779126658,26,F,2~4천만원미만,13,5655000,2312000,61
793222008,32,M,4~6천만원미만,26,5397000,2056000,49
720812433,54,M,8천만원이상,46,28465000,1693000,37
717623583,36,F,2천만원미만,27,3444000,2668000,51
708878508,45,F,2천만원미만,37,2104000,1732000,35
710043408,49,M,6~8천만원미만,37,15610000,1916000,58
789079758,44,M,8천만원이상,32,34516000,1531000,48
721311333,32,M,Unknown,22,16912000,2413000,41
710749458,64,F,2천만원미만,53,5462000,1523000,35
778275783,37,F,2천만원미만,27,2868000,2909000,64
799498158,31,M,4~6천만원미만,22,2685000,1642000,36
716334258,49,F,2~4천만원미만,36,5238000,1834000,43
716075208,32,F,2천만원미만,22,4561000,1874000,38
780276258,53,M,8천만원이상,39,13091000,1452000,37
789282333,62,F,Unknown,51,10826000,1355000,34
811571733,26,F,Unknown,13,2600000,2625000,45
709429533,49,F,Unknown,35,2561000,2047000,41
715247508,30,F,2천만원미만,36,7087000,1712000,37
718784358,34,M,8천만원이상,36,34516000,1969000,46
751450008,41,M,2~4천만원미만,32,10266000,1720000,42
719227233,27,F,2천만원미만,36,1553000,1954000,43
711050058,33,F,2~4천만원미만,23,6732000,1644000,45
779040408,56,M,8천만원이상,37,12181000,1478000,33
714024858,36,M,6~8천만원미만,27,7056000,1739000,35
789849108,35,M,4~6천만원미만,25,14365000,2290000,62
710391258,27,M,2~4천만원미만,36,11473000,2147000,41
718830183,46,M,4~6천만원미만,38,23996000,1339000,29
779696883,48,M,4~6천만원미만,33,2998000,1825000,31
719249733,54,M,6~8천만원미만,36,30011000,1676000,41
737971833,38,M,4~6천만원미만,31,2405000,2503000,40
772468983,36,M,6~8천만원미만,26,21927000,1946000,37
710990283,56,M,6~8천만원미만,36,3906000,1839000,33
808750458,32,M,4~6천만원미만,27,10029000,2192000,58
719692983,36,M,4~6천만원미만,30,4934000,2747000,42
719125158,35,F,2천만원미만,15,13882000,2685000,71
787509408,26,M,Unknown,13,2347000,2595000,56
719206308,32,M,4~6천만원미만,24,4116000,1657000,38
717141858,56,F,2~4천만원미만,36,13904000,3151000,67
713172408,54,M,6~8천만원미만,43,32558000,1440000,37
720314583,54,M,6~8천만원미만,44,12902000,1273000,33
708347583,37,F,2천만원미만,36,2509000,1804000,38
711006783,38,F,2천만원미만,22,2484000,1200000,28
718274283,35,M,4~6천만원미만,36,2780000,2469000,67
803977008,39,M,4~6천만원미만,34,5219000,1715000,35
715216908,48,M,6~8천만원미만,36,18102000,1486000,32
779611008,29,M,2~4천만원미만,18,4532000,1885000,55
811467708,33,M,6~8천만원미만,28,22399000,2390000,62
812597508,39,F,2~4천만원미만,34,4489000,2153000,58
718651083,35,F,Unknown,25,10329000,2461000,68
708577308,43,F,2천만원미만,36,2637000,1569000,39
813990483,27,F,2천만원미만,22,1864000,1662000,32
816319008,52,F,Unknown,47,13276000,1901000,33
789627258,31,M,2~4천만원미만,25,1935000,2498000,60
713346558,45,M,4~6천만원미만,37,6784000,1900000,28
708744933,35,M,4~6천만원미만,36,19127000,1859000,33
708828258,55,M,8천만원이상,37,32641000,1327000,30
713511108,61,M,2~4천만원미만,47,1438300,1397000,43
710208633,37,F,2천만원미만,31,2417000,1773000,42
824165658,38,M,6~8천만원미만,34,19259000,1388000,27
826513233,54,F,2천만원미만,50,3796000,2069000,54
788789658,40,M,6~8천만원미만,22,4042000,1471000,37
717837858,47,M,8천만원이상,34,17603000,2902000,64
709382958,55,F,2~4천만원미만,46,2894000,1017000,25
716253858,37,M,6~8천만원미만,26,16730000,1740000,43
713725683,36,F,2천만원미만,27,3282000,2614000,79
710364258,53,F,Unknown,41,15815000,2135000,48
816033783,26,M,4~6천만원미만,21,1672000,2099000,34
715065483,45,F,2천만원미만,36,8121000,1914000,45
718751133,36,F,2천만원미만,26,3182000,1670000,30
713983308,60,M,4~6천만원미만,49,3182000,1233000,35
718418958,30,M,2천만원미만,36,5061000,1309000,38
779367858,39,M,4~6천만원미만,28,6224000,3014000,58
711285633,33,F,Unknown,36,2735000,3306000,71
714974658,48,F,2천만원미만,36,2464000,1219000,35
716374308,39,M,4~6천만원미만,33,3477000,1897000,50
713416233,38,M,6~8천만원미만,24,3242000,1841000,46
797643708,47,M,8천만원이상,41,27858000,1772000,53
808292958,26,M,2천만원미만,20,1438300,2546000,40
719831958,49,M,8천만원이상,36,34516000,1793000,44
708860358,38,M,6~8천만원미만,22,6361000,1499000,31
717385983,30,M,2천만원미만,21,2490000,1645000,30
719049033,53,M,8천만원이상,44,14057000,2073000,60
717581658,49,M,4~6천만원미만,38,2461000,1729000,35
714347508,35,M,4~6천만원미만,21,7766000,2423000,74
803833608,40,M,2~4천만원미만,33,21308000,1322000,38
712576908,30,M,4~6천만원미만,36,4516000,1819000,24
778511733,42,F,2~4천만원미만,30,5424000,1634000,44
721464783,62,F,2천만원미만,36,1764000,2094000,47
821179233,50,F,2~4천만원미만,46,1493000,1554000,43
713126733,56,M,8천만원이상,43,17539000,1220000,30
719688408,45,M,6~8천만원미만,36,34516000,3530000,68
779811183,35,F,2천만원미만,25,2149000,1581000,30
771086208,57,F,2천만원미만,44,6256000,1629000,43
715217733,33,F,Unknown,25,11922000,2154000,61
813752433,43,F,2천만원미만,38,4075000,2449000,27
711876333,53,M,6~8천만원미만,36,7290000,1312000,29
715256658,50,M,4~6천만원미만,36,5965000,3382000,58
711329658,30,M,8천만원이상,13,9007000,1925000,42
710227908,37,F,2천만원미만,36,6077000,2837000,74
716362008,37,M,2~4천만원미만,29,1808000,1744000,35
714939708,45,M,6~8천만원미만,36,12810000,3174000,74
708083283,58,M,2~4천만원미만,45,3421000,992000,21
719431608,63,F,2~4천만원미만,53,3118000,1291000,24
769411758,43,M,4~6천만원미만,37,20013000,1518000,39
714248733,26,F,Unknown,13,4395000,2272000,46
804481608,37,F,2천만원미만,32,9661000,2825000,60
714631833,53,M,4~6천만원미만,44,1973000,1587000,38
769751958,55,M,8천만원이상,49,9926000,2235000,57
717999183,36,M,4~6천만원미만,36,4108000,2275000,58
713075283,51,M,8천만원이상,36,20741000,1818000,51
711561108,36,M,6~8천만원미만,24,16335000,2733000,71
709854483,35,F,Unknown,17,4588000,2442000,62
713630733,34,F,2천만원미만,24,5712000,2617000,54
717599283,57,M,4~6천만원미만,36,5335000,1844000,49
806407308,54,F,Unknown,49,13184000,2047000,33
712730583,29,M,4~6천만원미만,20,8592000,1842000,50
712142733,37,F,2천만원미만,26,1910000,2028000,39
720153258,53,F,2천만원미만,45,6210000,3095000,62
814086333,36,M,2~4천만원미만,31,2220000,1685000,44
715524708,49,M,2~4천만원미만,41,20756000,1502000,31
713307708,64,F,2~4천만원미만,55,2895000,1541000,37
714069858,53,M,4~6천만원미만,36,3539000,1677000,45
712789383,52,M,8천만원이상,44,9274000,2048000,59
787983633,35,F,2천만원미만,26,3187000,2072000,33
758583708,37,F,2천만원미만,24,2802000,1406000,28
717130383,50,M,4~6천만원미만,36,2334000,1386000,30
720770883,65,F,2천만원미만,56,1438300,2249000,61
716797758,53,F,2천만원미만,44,3519000,1670000,33
713835258,53,M,8천만원이상,48,3088000,1561000,40
720677733,40,M,6~8천만원미만,36,34516000,2579000,68
718587858,39,M,4~6천만원미만,31,11906000,1642000,39
710263608,53,F,Unknown,36,11098000,2156000,46
715055433,36,M,4~6천만원미만,22,2224000,2004000,44
715498308,35,F,2~4천만원미만,36,3454000,1575000,41
708099183,37,F,2천만원미만,36,5723000,2732000,63
716452908,36,F,2천만원미만,36,9239000,2246000,44
789959283,39,M,6~8천만원미만,24,4061000,1602000,40
713536158,65,M,2천만원미만,56,4189000,1597000,31
716750358,45,F,2천만원미만,32,6373000,3483000,82
815299833,38,F,2천만원미만,33,2228000,2334000,61
721003008,36,F,2천만원미만,24,3261000,856000,18
779883933,40,F,2천만원미만,24,8014000,1596000,34
716612958,35,F,2~4천만원미만,29,10980000,1830000,36
715859058,54,M,8천만원이상,42,3092000,1369000,37
772031733,40,M,6~8천만원미만,29,14315000,2603000,56
720668358,59,M,2~4천만원미만,46,1648000,1776000,36
778708533,26,F,2~4천만원미만,13,1730000,869000,27
719649408,46,M,4~6천만원미만,35,13768000,1390000,44
715457658,29,F,Unknown,19,1709000,1757000,48
711934308,38,M,2~4천만원미만,19,1705000,3342000,62
781326483,31,M,4~6천만원미만,25,8673000,2457000,58
712557708,35,M,4~6천만원미만,21,6391000,2274000,61
789187908,56,M,6~8천만원미만,45,11102000,1448000,36
773297508,34,M,6~8천만원미만,28,24765000,1544000,36
716529258,42,M,6~8천만원미만,27,31864000,1591000,35
708242283,29,M,4~6천만원미만,36,5346000,3253000,80
789247458,32,M,2~4천만원미만,21,2801000,2467000,54
717100833,37,F,2천만원미만,27,3148000,1401000,31
716870583,36,F,2천만원미만,36,2786000,2853000,55
719999508,37,M,4~6천만원미만,24,11894000,2438000,45
721236408,38,M,6~8천만원미만,29,7535000,1655000,41
720122808,52,M,4~6천만원미만,35,33180000,797000,14
716882658,62,F,2천만원미만,51,2986000,2141000,55
713734758,35,F,Unknown,23,6729000,2080000,50
709085358,36,M,4~6천만원미만,36,2601000,2542000,67
715785933,54,M,6~8천만원미만,45,3380000,1636000,58
717159858,27,M,4~6천만원미만,18,2730000,2319000,61
713259858,26,M,2~4천만원미만,15,3324000,982000,22
787516908,56,F,2천만원미만,45,2665000,1880000,58
711145008,60,F,2~4천만원미만,47,5015000,1325000,29
715013733,54,M,4~6천만원미만,36,6905000,1370000,25
717098208,48,M,6~8천만원미만,41,5848000,1961000,51
737982408,33,M,6~8천만원미만,26,19136000,2501000,55
713216883,64,F,2천만원미만,55,3500000,2003000,41
709361058,35,M,4~6천만원미만,24,7453000,1691000,47
710312658,54,F,2천만원미만,43,6266000,1456000,27
773383158,29,F,2천만원미만,23,4945000,2743000,69
716053083,33,M,8천만원이상,21,27992000,837000,18
717667833,34,M,2~4천만원미만,36,3735000,1877000,33
716998608,48,M,4~6천만원미만,36,6703000,1843000,44
772086408,38,M,6~8천만원미만,27,6162000,1527000,35
708597558,42,M,4~6천만원미만,36,3337000,3951000,68
718011783,55,M,2~4천만원미만,36,2205000,1591000,38
714360033,62,M,2~4천만원미만,43,4450000,1326000,44
811005858,33,F,2천만원미만,28,1438300,2914000,70
794485158,38,M,6~8천만원미만,18,2172000,2447000,46
708513183,39,M,2~4천만원미만,29,4323000,3078000,58
719353158,56,M,6~8천만원미만,45,4145000,1238000,36
711436083,36,M,2천만원미만,18,2032000,2454000,46
780374133,29,M,6~8천만원미만,19,7010000,2413000,48
739117233,57,M,8천만원이상,50,3205000,2126000,58
708486033,55,F,Unknown,36,16547000,1782000,48
795237183,51,F,2~4천만원미만,45,5930000,2041000,32
788788758,57,F,Unknown,39,7469000,2050000,46
709635858,56,F,2천만원미만,45,2235000,1229000,27
789701658,26,M,2~4천만원미만,13,2047000,2180000,33
713484483,36,F,Unknown,21,34516000,2298000,55
711954558,53,F,2~4천만원미만,44,2636000,1333000,34
712655583,41,M,2~4천만원미만,32,6425000,2036000,44
779686683,26,F,2천만원미만,13,2902000,2088000,34
711226758,51,F,2천만원미만,42,4002000,2024000,53
713241033,34,M,4~6천만원미만,26,5175000,2405000,49
788754108,65,F,2~4천만원미만,48,4599000,2608000,78
717013383,52,M,6~8천만원미만,43,31258000,2866000,53
712634133,54,F,2천만원미만,45,2683000,1406000,37
709537683,37,M,6~8천만원미만,30,11638000,563000,15
778627983,40,F,Unknown,20,1829000,1610000,49
720241758,55,M,6~8천만원미만,36,8276000,1409000,25
720814233,45,M,6~8천만원미만,34,23539000,1485000,38
785080308,37,F,2천만원미만,31,2352000,2344000,48
713358633,30,M,4~6천만원미만,36,11371000,2768000,68
720392433,55,F,2천만원미만,36,2857000,1869000,47
720282558,36,M,6~8천만원미만,27,34516000,2873000,73
821370858,39,M,2~4천만원미만,35,6690000,1734000,39
799249833,34,M,2천만원미만,28,4439000,2858000,71
713016633,47,M,4~6천만원미만,36,5344000,1984000,36
814471983,42,M,6~8천만원미만,37,27310000,1537000,41
779612808,61,M,2~4천만원미만,50,2531000,1263000,35
716692683,31,M,2~4천만원미만,22,9096000,2318000,54
790145733,40,M,6~8천만원미만,33,34516000,1112000,26
716038533,42,F,2천만원미만,32,7169000,1438000,35
714421233,54,F,2천만원미만,36,5399000,1292000,34
709783908,52,F,2천만원미만,47,2280000,1924000,50
812788233,31,F,2천만원미만,21,6315000,2205000,43
772452783,43,M,2~4천만원미만,33,4402000,1774000,46
714002658,49,M,8천만원이상,34,27732000,1413000,31
713464983,45,F,2~4천만원미만,36,4947000,3479000,76
713910108,38,M,6~8천만원미만,28,3946000,1646000,43
808169358,57,M,2~4천만원미만,52,12291000,1683000,50
714013083,63,F,2~4천만원미만,53,3067000,1420000,32
715381533,42,F,2천만원미만,36,1438300,2451000,55
717678408,61,F,2~4천만원미만,47,8633000,2066000,51
719143308,37,M,2~4천만원미만,28,2394000,2805000,85
711509658,61,M,8천만원이상,49,11374000,1088000,26
757481283,35,M,4~6천만원미만,28,6921000,1931000,35
808681158,57,M,6~8천만원미만,52,2564000,1343000,35
718867683,64,M,2천만원미만,55,2720000,1613000,43
714618333,39,F,Unknown,36,9843000,1402000,35
794562783,28,F,Unknown,13,21691000,2534000,51
708208758,53,M,6~8천만원미만,45,1826000,2199000,48
794504658,39,M,4~6천만원미만,24,5746000,1562000,44
714772758,35,F,2천만원미만,27,2926000,1851000,48
713830233,47,F,2~4천만원미만,36,7061000,1831000,60
713577483,47,M,6~8천만원미만,35,5589000,1570000,31
814513008,38,M,6~8천만원미만,33,9620000,1735000,43
712765158,26,F,2천만원미만,15,2539000,2386000,47
714411108,37,F,Unknown,28,3642000,2790000,68
720231108,57,M,2천만원미만,39,3451000,3031000,57
709035708,38,F,2천만원미만,36,1841000,1819000,35
720662508,39,M,8천만원이상,25,5764000,1972000,38
708623283,35,M,4~6천만원미만,16,18278000,2084000,61
813247083,38,M,6~8천만원미만,33,16059000,1357000,26
780078333,56,M,4~6천만원미만,41,5887000,1193000,26
811915383,36,M,2~4천만원미만,31,3152000,2530000,50
719818983,39,M,6~8천만원미만,28,12464000,1195000,35
716349183,58,F,Unknown,36,4784000,2160000,54
710067183,28,M,2천만원미만,36,1950000,2074000,81
771234558,65,F,2천만원미만,56,7478000,2213000,62
820288233,26,F,2천만원미만,20,1438300,2731000,39
717511533,28,M,2천만원미만,36,1707000,2950000,87
711642108,30,F,Unknown,13,4016000,2572000,35
712495233,31,F,2천만원미만,19,2370000,2411000,53
718484283,57,M,4~6천만원미만,36,3478000,1409000,49
717413658,43,M,2~4천만원미만,32,1539000,1987000,47
804668658,26,F,2천만원미만,20,1438300,947000,20
715934283,39,F,2~4천만원미만,26,3142000,3046000,56
717499083,35,M,4~6천만원미만,36,17236000,3013000,78
715279683,52,F,2~4천만원미만,36,1438300,1679000,39
718971333,33,M,6~8천만원미만,20,13206000,2342000,51
709219533,53,M,4~6천만원미만,41,2480000,1359000,36
709150608,30,F,2천만원미만,19,2898000,2632000,64
788259558,59,M,2천만원미만,51,1570000,1430000,28
802464033,65,F,2천만원미만,56,4460000,1877000,41
712757808,33,F,2천만원미만,22,1544000,1731000,40
714457083,52,F,Unknown,44,3456000,1332000,24
713413758,26,F,Unknown,16,2751000,2270000,44
708741633,52,M,4~6천만원미만,44,4153000,1771000,41
714043833,37,F,2천만원미만,36,3685000,3016000,85
789577833,56,M,8천만원이상,49,8902000,969000,29
787570758,35,M,8천만원이상,26,2944000,2070000,44
720371733,58,F,2천만원미만,47,2232000,1395000,39
819117183,34,F,2~4천만원미만,29,1569000,2169000,48
711776433,37,M,6~8천만원미만,26,23622000,2574000,65
709583133,53,M,2~4천만원미만,40,3326000,1627000,54
719521983,38,M,2~4천만원미만,31,6116000,1592000,32
718415133,38,M,6~8천만원미만,25,11352000,1601000,34
710594358,28,F,2천만원미만,36,14910000,2560000,72
709730508,39,F,Unknown,27,17531000,4563000,61
720462633,43,F,2천만원미만,29,4138000,1827000,49
715005558,36,M,6~8천만원미만,36,8374000,2472000,65
779993208,38,F,2천만원미만,28,7049000,1475000,27
787543008,37,M,2~4천만원미만,27,3851000,2349000,61
743265108,37,M,4~6천만원미만,30,15936000,2477000,49
713770383,29,F,2천만원미만,19,2926000,2775000,74
712392108,51,M,4~6천만원미만,36,10305000,1451000,25
720145683,54,M,4~6천만원미만,42,2987000,1617000,35
714832383,35,M,6~8천만원미만,29,34516000,2949000,70
772706283,38,F,2~4천만원미만,28,6275000,1585000,43
795920358,33,F,2천만원미만,27,7185000,2679000,45
716277558,45,F,2천만원미만,36,3281000,1779000,47
764776833,61,M,2~4천만원미만,54,3077000,1523000,30
710795883,33,F,2천만원미만,16,2042000,2758000,50
710428308,55,M,4~6천만원미만,51,2001000,1910000,51
721096983,34,F,2천만원미만,36,3625000,2616000,46
715760733,58,M,2~4천만원미만,47,7803000,1199000,25
718227033,38,F,2천만원미만,30,5951000,2565000,53
720610008,59,M,8천만원이상,50,15796000,1339000,23
